=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
lbfgs[init-unit][cgdescent]                           54       20.091797      0.000000         0         4.831055       18.172852      18.172852      0.019001   
cgd-ls[init-unit][cgdescent]                          59       17.373047      0.000000         0         4.196289       19.901367      19.901367      0.014284   
cgd-ls[init-quadratic][cgdescent]                     60       16.348633      0.000000         0         4.230469       20.125977      20.125977      0.013715   
cgd-hs[init-unit][backtrack-strong-Wolfe]             60       15.464844      0.000000         0         5.463867       20.237305      20.237305      0.030378   
cgd-n[init-unit][cgdescent]                           61       19.035156      0.000000         0         4.343750       20.425781      20.425781      0.013089   
cgd-n[init-quadratic][cgdescent]                      61       18.723633      0.000000         0         4.343750       20.425781      20.425781      0.013089   
gd[init-consistent][cgdescent]                        63       18.363281      0.000000         0         3.357422       21.054688      21.054688      0.003727   
cgd-dyhs[init-unit][backtrack-Wolfe]                  64       14.805664      0.000000         0         10.871094      21.380859      21.380859      0.162913   
cgd-prp[init-consistent][cgdescent]                   65       17.126953      0.000000         0         3.523438       21.694336      21.694336      0.004464   
cgd-dyhs[init-consistent][cgdescent]                  65       19.449219      0.000000         0         3.526367       21.714844      21.714844      0.004456   
cgd-dyhs[init-unit][backtrack-Armijo]                 66       22.081055      0.000000         0         19.984375      22.141602      22.141602      0.411550   
cgd-dycd[init-unit][backtrack-Armijo]                 69       20.630859      0.000000         0         20.154297      23.266602      23.266602      0.415885   
cgd-ls[init-unit][backtrack-strong-Wolfe]             70       15.024414      0.000000         0         5.517578       23.500000      23.500000      0.030578   
cgd-dycd[init-unit][interp]                           70       23.591797      0.000000         0         8.290039       23.560547      23.560547      0.143587   
cgd-dycd[init-quadratic][interp]                      70       25.330078      0.000000         0         8.290039       23.560547      23.560547      0.143587   
cgd-fr[init-unit][interp]                             71       25.490234      0.000000         0         8.349609       23.679688      23.679688      0.145219   
cgd-fr[init-quadratic][interp]                        71       25.627930      0.000000         0         8.349609       23.679688      23.679688      0.145219   
cgd-dy[init-unit][interp]                             71       25.725586      0.000000         0         8.352539       23.685547      23.685547      0.145342   
cgd-dy[init-quadratic][interp]                        71       25.383789      0.000000         0         8.352539       23.685547      23.685547      0.145342   
cgd-cd[init-unit][interp]                             71       23.648438      0.000000         0         8.355469       23.691406      23.691406      0.145043   
cgd-cd[init-quadratic][interp]                        71       25.598633      0.000000         0         8.355469       23.691406      23.691406      0.145043   
gd[init-quadratic][backtrack-Armijo]                  74       14.528320      0.000000         0         21.044922      24.790039      24.790039      0.194667   
cgd-prp[init-quadratic][backtrack-Armijo]             74       14.934570      0.000000         0         21.088867      24.841797      24.841797      0.195944   
cgd-dyhs[init-quadratic][backtrack-Armijo]            80       19.280273      0.000000         0         23.844727      26.915039      26.915039      0.330665   
cgd-dycd[init-quadratic][backtrack-Armijo]            85       21.888672      0.000000         0         25.598633      28.598633      28.598633      0.516630   
cgd-prp[init-quadratic][backtrack-Wolfe]              88       12.211914      0.000000         0         7.213867       29.401367      29.401367      0.034921   
gd[init-quadratic][backtrack-Wolfe]                   90       9.852539       0.000000         0         7.327148       30.144531      30.144531      0.035315   
cgd-dycd[init-unit][backtrack-Wolfe]                  92       20.761719      0.000000         0         18.323242      30.680664      30.680664      0.375936   
cgd-dy[init-unit][backtrack-Wolfe]                    92       21.407227      0.000000         0         18.663086      30.995117      30.995117      0.382222   
cgd-dy[init-unit][backtrack-Armijo]                   93       22.216797      0.000000         0         20.643555      31.257812      31.257812      0.422823   
cgd-n[init-consistent][cgdescent]                     95       27.121094      0.000000         0         5.409180       31.685547      31.685547      0.019406   
cgd-dy[init-quadratic][backtrack-Armijo]              95       26.253906      0.000000         0         26.607422      31.788086      31.788086      0.522714   
cgd-n[init-quadratic][backtrack-Armijo]               97       26.349609      0.000000         0         23.714844      32.449219      32.449219      0.451728   
lbfgs[init-consistent][cgdescent]                     98       38.708984      0.000000         0         7.741211       32.750000      32.750000      0.061915   
cgd-dyhs[init-quadratic][backtrack-Wolfe]             100      21.252930      0.000000         0         17.692383      33.346680      33.346680      0.343862   
cgd-fr[init-quadratic][backtrack-Armijo]              103      26.666016      0.000000         0         25.635742      34.585938      34.585938      0.480168   
gd[init-consistent][interp]                           108      56.622070      0.000000         0         3.204102       36.023438      36.023438      0.003851   
cgd-dycd[init-unit][cgdescent]                        108      29.038086      0.000000         0         8.263672       36.191406      36.191406      0.139594   
cgd-dycd[init-quadratic][cgdescent]                   108      28.819336      0.000000         0         8.263672       36.191406      36.191406      0.139594   
cgd-cd[init-unit][cgdescent]                          108      29.185547      0.000000         0         8.264648       36.203125      36.203125      0.139606   
cgd-cd[init-quadratic][cgdescent]                     108      31.115234      0.000000         0         8.264648       36.203125      36.203125      0.139606   
cgd-fr[init-unit][cgdescent]                          109      29.015625      0.000000         0         8.397461       36.495117      36.495117      0.143909   
cgd-fr[init-quadratic][cgdescent]                     109      31.264648      0.000000         0         8.397461       36.495117      36.495117      0.143909   
cgd-dy[init-unit][cgdescent]                          110      31.647461      0.000000         0         8.428711       36.855469      36.855469      0.144612   
cgd-dy[init-quadratic][cgdescent]                     110      33.206055      0.000000         0         8.428711       36.855469      36.855469      0.144612   
cgd-dyhs[init-consistent][interp]                     111      47.706055      0.000000         0         3.480469       37.091797      37.091797      0.007063   
cgd-dycd[init-quadratic][backtrack-Wolfe]             115      21.813477      0.000000         0         21.166016      38.578125      38.578125      0.439396   
cgd-prp[init-consistent][interp]                      116      53.786133      0.000000         0         3.584961       38.889648      38.889648      0.006059   
cgd-dy[init-quadratic][backtrack-Wolfe]               116      23.446289      0.000000         0         21.157227      38.677734      38.677734      0.438945   
cgd-ls[init-quadratic][backtrack-strong-Wolfe]        136      20.299805      0.000000         0         7.707031       45.623047      45.623047      0.093019   
cgd-dycd[init-consistent][cgdescent]                  151      46.104492      0.000000         0         8.214844       50.594727      50.594727      0.138447   
cgd-cd[init-consistent][cgdescent]                    151      46.152344      0.000000         0         8.215820       50.592773      50.592773      0.138452   
cgd-fr[init-consistent][cgdescent]                    156      44.903320      0.000000         0         8.418945       52.211914      52.211914      0.144140   
cgd-dy[init-consistent][cgdescent]                    156      44.695312      0.000000         0         8.448242       52.056641      52.056641      0.145216   
cgd-dycd[init-unit][backtrack-strong-Wolfe]           164      22.268555      0.000000         0         8.933594       54.709961      54.709961      0.157980   
cgd-dycd[init-quadratic][backtrack-strong-Wolfe]      164      20.478516      0.000000         0         8.933594       54.709961      54.709961      0.157980   
lbfgs[init-consistent][interp]                        169      72.185547      0.000000         0         11.658203      56.418945      56.418945      0.185325   
cgd-n[init-quadratic][backtrack-Wolfe]                170      26.787109      0.000000         0         18.960938      56.863281      56.863281      0.393475   
cgd-n[init-consistent][interp]                        176      65.208008      0.000000         0         5.089844       58.749023      58.749023      0.031794   
cgd-fr[init-unit][backtrack-strong-Wolfe]             184      23.419922      0.000000         0         9.433594       61.498047      61.498047      0.173961   
cgd-fr[init-quadratic][backtrack-strong-Wolfe]        184      25.645508      0.000000         0         9.433594       61.498047      61.498047      0.173961   
cgd-cd[init-unit][backtrack-strong-Wolfe]             205      22.854492      0.000000         0         9.244141       68.382812      68.382812      0.169365   
cgd-cd[init-quadratic][backtrack-strong-Wolfe]        205      26.509766      0.000000         0         9.244141       68.382812      68.382812      0.169365   
cgd-dy[init-unit][backtrack-strong-Wolfe]             290      31.905273      0.000000         0         9.585938       96.880859      96.880859      0.178886   
cgd-dy[init-quadratic][backtrack-strong-Wolfe]        290      31.611328      0.000000         0         9.585938       96.880859      96.880859      0.178886   
cgd-dycd[init-consistent][interp]                     457      120.710938     0.000000         0         8.341797       152.390625     152.390625     0.142271   
cgd-cd[init-consistent][interp]                       461      118.292969     0.000000         0         8.414062       153.948242     153.948242     0.144016   
cgd-fr[init-consistent][interp]                       464      116.673828     0.000000         0         8.436523       154.680664     154.680664     0.144847   
cgd-dy[init-consistent][interp]                       464      129.358398     0.000000         0         8.442383       154.675781     154.675781     0.145116   
gd[init-consistent][backtrack-strong-Wolfe]           573      50.638672      0.000000         0         7.069336       191.221680     191.221680     0.101887   
cgd-dyhs[init-consistent][backtrack-strong-Wolfe]     573      48.327148      0.000000         0         7.109375       191.331055     191.331055     0.103362   
cgd-prp[init-consistent][backtrack-strong-Wolfe]      574      53.704102      0.000000         0         7.118164       191.576172     191.576172     0.103658   
cgd-n[init-unit][backtrack-strong-Wolfe]              575      47.485352      0.000000         0         12.355469      191.885742     191.885742     0.262264   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         575      51.955078      0.000000         0         12.355469      191.885742     191.885742     0.262264   
cgd-dycd[init-consistent][backtrack-strong-Wolfe]     712      60.356445      0.000000         0         8.735352       237.358398     237.358398     0.153529   
cgd-cd[init-consistent][backtrack-strong-Wolfe]       722      61.637695      0.000000         0         8.792969       240.986328     240.986328     0.155333   
lbfgs[init-consistent][backtrack-strong-Wolfe]        804      91.131836      0.000000         0         21.692383      268.174805     268.174805     0.440855   
gd[init-consistent][backtrack-Wolfe]                  859      62.057617      0.000000         0         14.655273      286.656250     286.656250     0.305997   
cgd-prp[init-consistent][backtrack-Wolfe]             867      68.747070      0.000000         0         15.004883      289.264648     289.264648     0.313990   
lbfgs[init-consistent][backtrack-Wolfe]               894      98.941406      0.000000         0         22.982422      298.245117     298.245117     0.461557   
cgd-dyhs[init-consistent][backtrack-Wolfe]            961      80.122070      0.000000         0         16.531250      320.604492     320.604492     0.349606   
lbfgs[init-consistent][backtrack-Armijo]              983      157.081055     0.000000         0         69.396484      327.844727     327.844727     0.770285   
cgd-dyhs[init-consistent][backtrack-Armijo]           983      97.394531      0.000000         0         69.419922      327.904297     327.904297     0.770150   
cgd-dycd[init-consistent][backtrack-Armijo]           993      95.657227      0.000000         0         69.520508      331.313477     331.313477     0.771661   
gd[init-consistent][backtrack-Armijo]                 1000     97.970703      0.000000         0         69.565430      333.385742     333.385742     0.770574   
cgd-prp[init-consistent][backtrack-Armijo]            1000     102.752930     0.000000         0         69.574219      333.648438     333.648438     0.770615   
cgd-ls[init-consistent][backtrack-strong-Wolfe]       1072     85.693359      0.000000         0         12.566406      357.543945     357.543945     0.267306   
cgd-n[init-consistent][backtrack-Wolfe]               1153     92.194336      0.000000         0         18.586914      384.525391     384.525391     0.401642   
cgd-n[init-consistent][backtrack-Armijo]              1175     116.495117     0.000000         0         71.307617      391.964844     391.964844     0.781050   
cgd-dycd[init-consistent][backtrack-Wolfe]            1183     88.330078      0.000000         0         19.644531      394.386719     394.386719     0.405178   
cgd-dy[init-consistent][backtrack-Wolfe]              1193     91.355469      0.000000         0         19.842773      397.831055     397.831055     0.407882   
cgd-dy[init-consistent][backtrack-Armijo]             1266     112.767578     0.000000         0         73.333008      422.140625     422.140625     0.784985   
cgd-prp[init-unit][backtrack-Wolfe]                   6837     1298.092773    0.000000         0         2268.239258    2279.215820    2279.215820    0.913285   
cgd-ls[init-unit][backtrack-Wolfe]                    6868     1325.757812    0.000000         0         2271.514648    2289.573242    2289.573242    0.918943   
cgd-ls[init-unit][backtrack-Armijo]                   7229     1379.527344    0.000000         0         2404.968750    2409.685547    2409.685547    0.968982   
gd[init-unit][backtrack-Armijo]                       7387     1235.208008    0.000000         0         2458.468750    2462.468750    2462.468750    0.983707   
cgd-prp[init-unit][backtrack-Armijo]                  7419     1398.783203    0.000000         0         2468.796875    2473.140625    2473.140625    0.983771   
gd[init-unit][backtrack-Wolfe]                        7441     1266.790039    0.000000         0         2469.664062    2480.471680    2480.471680    0.982931   
cgd-n[init-unit][backtrack-Armijo]                    13996    1820.513672    0.000000         0         2331.028320    4665.352539    4665.352539    0.964919   
cgd-n[init-unit][backtrack-Wolfe]                     14212    1818.506836    0.000000         0         2363.901367    4737.594727    4737.594727    0.984273   
cgd-ls[init-consistent][interp]                       186      70.096680      0.000000         1         5.090820       62.024414      62.024414      0.021533   
cgd-fr[init-unit][backtrack-Armijo]                   434      76.104492      0.000000         1         130.148438     144.858398     144.858398     0.448284   
cgd-fr[init-consistent][backtrack-strong-Wolfe]       778      65.679688      0.000000         1         9.311523       259.340820     259.340820     0.171228   
cgd-dy[init-consistent][backtrack-strong-Wolfe]       791      62.433594      0.000000         1         9.479492       263.857422     263.857422     0.175717   
cgd-ls[init-consistent][backtrack-Wolfe]              890      71.486328      0.000000         1         15.671875      296.858398     296.858398     0.328945   
cgd-ls[init-consistent][backtrack-Armijo]             999      87.561523      0.000000         1         69.540039      333.273438     333.273438     0.770472   
cgd-n[init-consistent][backtrack-strong-Wolfe]        1022     78.340820      0.000000         1         11.942383      340.858398     340.858398     0.252030   
cgd-fr[init-consistent][backtrack-Wolfe]              1416     115.854492     0.000000         1         23.487305      472.199219     472.199219     0.461168   
cgd-ls[init-unit][interp]                             48       21.749023      0.000000         2         4.571289       16.137695      16.137695      0.019829   
cgd-fr[init-quadratic][backtrack-Wolfe]               154      26.544922      0.000000         2         21.964844      51.413086      51.413086      0.441635   
cgd-ls[init-consistent][cgdescent]                    98       27.535156      0.000000         3         5.656250       32.817383      32.817383      0.023582   
cgd-hs[init-unit][interp]                             48       19.522461      0.000000         9         4.552734       16.086914      16.086914      0.019902   
cgd-hs[init-quadratic][interp]                        50       21.348633      0.000001         9         4.610352       16.764648      16.764648      0.021739   
cgd-fr[init-unit][backtrack-Wolfe]                    289      46.950195      0.000000         10        60.443359      96.369141      96.369141      0.441054   
cgd-hs[init-consistent][interp]                       185      66.765625      0.000001         14        5.077148       61.970703      61.970703      0.023121   
cgd-ls[init-quadratic][backtrack-Armijo]              65       17.708984      0.000000         15        17.618164      21.777344      21.777344      0.261654   
cgd-hs[init-unit][cgdescent]                          58       17.999023      0.000000         31        4.139648       19.453125      19.453125      0.016544   
cgd-hs[init-quadratic][cgdescent]                     60       18.740234      0.000000         35        4.175781       20.022461      20.022461      0.016380   
cgd-ls[init-quadratic][backtrack-Wolfe]               102      17.482422      0.000000         60        8.719727       34.238281      34.238281      0.095596   
cgd-hs[init-consistent][cgdescent]                    96       29.144531      0.000001         85        5.477539       32.293945      32.293945      0.031083   
cgd-hs[init-consistent][backtrack-strong-Wolfe]       1049     79.320312      0.000000         152       12.244141      349.890625     349.890625     0.274624   
cgd-hs[init-unit][backtrack-Armijo]                   14610    2754.572266    0.004293         163       4862.908203    4870.149414    4870.149414    0.994468   
cgd-fr[init-consistent][backtrack-Armijo]             17920    1194.814453    0.000000         176       297.486328     5973.500977    5973.500977    0.814697   
cgd-hs[init-unit][backtrack-Wolfe]                    13449    2615.552734    0.008199         379       4465.461914    4483.098633    4483.098633    0.936800   
cgd-hs[init-quadratic][backtrack-strong-Wolfe]        131      19.590820      0.000010         451       6.332031       43.768555      43.768555      0.134174   
cgd-cd[init-unit][backtrack-Armijo]                   1656     135.344727     0.038076         542       32.294922      552.264648     552.264648     0.710112   
cgd-hs[init-consistent][backtrack-Wolfe]              1469     115.457031     0.000017         573       25.175781      489.807617     489.807617     0.571639   
cgd-cd[init-consistent][backtrack-Armijo]             1652     139.004883     0.000346         643       76.072266      550.783203     550.783203     0.841381   
cgd-cd[init-quadratic][backtrack-Armijo]              171      30.799805      0.003219         648       36.846680      57.062500      57.062500      0.729577   
cgd-hs[init-quadratic][backtrack-Wolfe]               258      31.726562      0.000435         684       13.277344      86.123047      86.123047      0.431282   
cgd-hs[init-consistent][backtrack-Armijo]             2086     170.932617     0.000339         797       96.913086      695.344727     695.344727     0.883113   
cgd-cd[init-consistent][backtrack-Wolfe]              2104     148.897461     0.182716         812       31.838867      701.555664     701.555664     0.841579   
cgd-cd[init-unit][backtrack-Wolfe]                    1827     128.142578     0.192089         851       30.772461      609.017578     609.017578     0.855461   
cgd-cd[init-quadratic][backtrack-Wolfe]               239      34.679688      0.225503         912       29.627930      79.768555      79.768555      0.876751   
cgd-hs[init-quadratic][backtrack-Armijo]              16218    3000.544922    0.418054         1019      5402.973633    5406.243164    5406.243164    0.987064   
=================================================================================================================================================================
===================================================================================================================================================================
Cauchy4D optimizer                                    cost     time [us]      |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
...................................................................................................................................................................
lbfgs[init-unit][backtrack-Armijo]                    34       25.063477      0.000000         0         8.178711       11.375000       11.375000       0.113791   
gd[init-unit][interp]                                 36       17.474609      0.000000         0         3.036133       12.263672       12.263672       0.005861   
gd[init-quadratic][interp]                            36       16.458008      0.000000         0         3.036133       12.263672       12.263672       0.005861   
lbfgs[init-quadratic][interp]                         37       27.990234      0.000000         0         7.573242       12.604492       12.604492       0.099032   
lbfgs[init-unit][interp]                              40       27.548828      0.000000         0         7.696289       13.515625       13.515625       0.104857   
lbfgs[init-quadratic][backtrack-strong-Wolfe]         41       23.989258      0.000000         0         7.534180       13.912109       13.912109       0.097293   
lbfgs[init-quadratic][backtrack-Armijo]               41       29.936523      0.000000         0         11.793945      13.793945       13.793945       0.213011   
lbfgs[init-quadratic][backtrack-Wolfe]                42       24.394531      0.000000         0         7.647461       14.031250       14.031250       0.099656   
cgd-dyhs[init-unit][interp]                           42       16.872070      0.000000         0         4.040039       14.271484       14.271484       0.010380   
cgd-dyhs[init-quadratic][interp]                      42       18.109375      0.000000         0         4.040039       14.271484       14.271484       0.010380   
lbfgs[init-unit][backtrack-strong-Wolfe]              43       24.452148      0.000000         0         7.542969       14.645508       14.645508       0.097441   
lbfgs[init-unit][backtrack-Wolfe]                     43       24.455078      0.000000         0         7.583984       14.602539       14.602539       0.098475   
cgd-prp[init-unit][interp]                            43       17.533203      0.000000         0         4.232422       14.656250       14.656250       0.008663   
cgd-prp[init-quadratic][interp]                       43       16.774414      0.000000         0         4.231445       14.655273       14.655273       0.008768   
gd[init-unit][cgdescent]                              44       19.324219      0.000000         0         3.087891       14.997070       14.997070       0.004705   
gd[init-quadratic][cgdescent]                         44       19.955078      0.000000         0         3.087891       14.997070       14.997070       0.004705   
gd[init-unit][backtrack-strong-Wolfe]                 46       12.658203      0.000000         0         3.327148       15.527344       15.527344       0.005376   
gd[init-quadratic][backtrack-strong-Wolfe]            46       12.817383      0.000000         0         3.327148       15.527344       15.527344       0.005376   
cgd-ls[init-unit][interp]                             46       23.292969      0.000000         0         4.647461       15.486328       15.486328       0.022005   
cgd-ls[init-quadratic][interp]                        46       22.015625      0.000000         0         4.663086       15.520508       15.520508       0.021719   
cgd-hs[init-unit][interp]                             46       21.979492      0.000000         0         4.645508       15.482422       15.482422       0.022475   
cgd-hs[init-quadratic][interp]                        46       22.397461      0.000000         0         4.647461       15.500000       15.500000       0.022489   
cgd-n[init-unit][interp]                              47       23.358398      0.000000         0         4.879883       15.951172       15.951172       0.025294   
cgd-n[init-quadratic][interp]                         47       22.416992      0.000000         0         4.879883       15.951172       15.951172       0.025294   
cgd-dyhs[init-unit][cgdescent]                        49       19.687500      0.000000         0         3.396484       16.474609       16.474609       0.003793   
cgd-dyhs[init-quadratic][cgdescent]                   49       18.042969      0.000000         0         3.396484       16.474609       16.474609       0.003793   
cgd-prp[init-unit][cgdescent]                         50       18.456055      0.000000         0         3.409180       16.700195       16.700195       0.003748   
cgd-prp[init-quadratic][cgdescent]                    50       18.458984      0.000000         0         3.409180       16.700195       16.700195       0.003748   
cgd-dyhs[init-unit][backtrack-strong-Wolfe]           50       14.459961      0.000000         0         3.794922       16.675781       16.675781       0.005876   
cgd-dyhs[init-quadratic][backtrack-strong-Wolfe]      50       13.559570      0.000000         0         3.794922       16.675781       16.675781       0.005876   
gd[init-consistent][cgdescent]                        56       20.215820      0.000000         0         3.241211       18.743164       18.743164       0.005954   
cgd-prp[init-unit][backtrack-strong-Wolfe]            58       15.428711      0.000000         0         3.791992       19.546875       19.546875       0.007603   
cgd-prp[init-quadratic][backtrack-strong-Wolfe]       58       16.769531      0.000000         0         3.805664       19.585938       19.585938       0.007338   
cgd-ls[init-unit][cgdescent]                          59       21.485352      0.000000         0         4.319336       19.984375       19.984375       0.017007   
cgd-ls[init-quadratic][cgdescent]                     60       20.230469      0.000000         0         4.327148       20.049805       20.049805       0.016983   
lbfgs[init-quadratic][cgdescent]                      61       25.151367      0.000000         0         6.212891       20.555664       20.555664       0.054694   
cgd-prp[init-consistent][cgdescent]                   62       21.642578      0.000000         0         3.621094       20.838867       20.838867       0.006557   
cgd-dyhs[init-consistent][cgdescent]                  62       23.049805      0.000000         0         3.638672       20.964844       20.964844       0.006398   
cgd-dyhs[init-unit][backtrack-Wolfe]                  64       18.832031      0.000000         0         11.194336      21.385742       21.385742       0.146297   
lbfgs[init-unit][cgdescent]                           67       27.069336      0.000000         0         6.319336       22.423828       22.423828       0.056662   
cgd-n[init-unit][cgdescent]                           68       22.823242      0.000000         0         4.915039       22.901367       22.901367       0.015104   
cgd-n[init-quadratic][cgdescent]                      68       22.180664      0.000000         0         4.915039       22.901367       22.901367       0.015104   
cgd-hs[init-unit][backtrack-strong-Wolfe]             69       20.432617      0.000000         0         5.728516       23.249023       23.249023       0.031921   
cgd-ls[init-unit][backtrack-strong-Wolfe]             72       20.675781      0.000000         0         5.749023       24.032227       24.032227       0.031837   
gd[init-quadratic][backtrack-Armijo]                  74       15.813477      0.000000         0         21.111328      24.857422       24.857422       0.197322   
cgd-prp[init-quadratic][backtrack-Armijo]             74       18.630859      0.000000         0         21.184570      24.946289       24.946289       0.198223   
cgd-dyhs[init-unit][backtrack-Armijo]                 79       27.559570      0.000000         0         24.572266      26.627930       26.627930       0.497980   
cgd-dyhs[init-quadratic][backtrack-Armijo]            79       22.425781      0.000000         0         23.331055      26.455078       26.455078       0.316302   
cgd-dycd[init-unit][backtrack-Armijo]                 83       29.387695      0.000000         0         24.720703      27.769531       27.769531       0.499926   
cgd-prp[init-quadratic][backtrack-Wolfe]              84       14.511719      0.000000         0         6.986328       28.147461       28.147461       0.030726   
cgd-dycd[init-unit][interp]                           86       32.752930      0.000000         0         11.291992      28.775391       28.775391       0.236083   
cgd-dycd[init-quadratic][interp]                      86       35.019531      0.000000         0         11.291992      28.775391       28.775391       0.236083   
cgd-cd[init-unit][interp]                             86       33.006836      0.000000         0         11.387695      28.966797       28.966797       0.238657   
cgd-cd[init-quadratic][interp]                        86       34.739258      0.000000         0         11.387695      28.966797       28.966797       0.238657   
gd[init-quadratic][backtrack-Wolfe]                   87       13.668945      0.000000         0         7.162109       29.261719       29.261719       0.033238   
cgd-ls[init-quadratic][backtrack-strong-Wolfe]        87       22.187500      0.000000         0         6.279297       29.056641       29.056641       0.046939   
cgd-fr[init-unit][interp]                             87       33.452148      0.000000         0         11.447266      29.085938       29.085938       0.240387   
cgd-fr[init-quadratic][interp]                        87       31.183594      0.000000         0         11.447266      29.085938       29.085938       0.240387   
cgd-dycd[init-quadratic][backtrack-Armijo]            87       29.349609      0.000000         0         26.049805      29.172852       29.172852       0.525358   
cgd-dy[init-unit][interp]                             87       35.438477      0.000000         0         11.460938      29.113281       29.113281       0.240706   
cgd-dy[init-quadratic][interp]                        87       35.453125      0.000000         0         11.460938      29.113281       29.113281       0.240706   
cgd-dycd[init-unit][backtrack-Wolfe]                  96       25.962891      0.000000         0         18.161133      32.242188       32.242188       0.386155   
cgd-dy[init-unit][backtrack-Wolfe]                    97       26.276367      0.000000         0         18.464844      32.531250       32.531250       0.391750   
cgd-n[init-consistent][cgdescent]                     101      31.824219      0.000000         0         5.915039       33.989258       33.989258       0.027785   
cgd-dyhs[init-quadratic][backtrack-Wolfe]             102      24.924805      0.000000         0         17.635742      34.054688       34.054688       0.341558   
cgd-dy[init-unit][backtrack-Armijo]                   105      28.854492      0.000000         0         23.435547      35.164062       35.164062       0.474232   
cgd-dy[init-quadratic][backtrack-Armijo]              106      33.537109      0.000000         0         30.063477      35.424805       35.424805       0.565661   
cgd-fr[init-quadratic][backtrack-Armijo]              108      30.372070      0.000000         0         26.506836      36.309570       36.309570       0.492492   
lbfgs[init-consistent][cgdescent]                     111      44.433594      0.000000         0         8.479492       37.303711       37.303711       0.098594   
cgd-dycd[init-quadratic][backtrack-Wolfe]             115      29.320312      0.000000         0         20.289062      38.344727       38.344727       0.427957   
cgd-dyhs[init-consistent][interp]                     122      62.974609      0.000000         0         3.983398       40.814453       40.814453       0.011140   
cgd-prp[init-consistent][interp]                      123      67.155273      0.000000         0         4.081055       41.083008       41.083008       0.009829   
gd[init-consistent][interp]                           127      67.750000      0.000000         0         3.591797       42.362305       42.362305       0.006168   
cgd-dycd[init-unit][cgdescent]                        143      47.770508      0.000000         0         11.207031      47.860352       47.860352       0.228252   
cgd-dycd[init-quadratic][cgdescent]                   143      45.140625      0.000000         0         11.207031      47.860352       47.860352       0.228252   
cgd-cd[init-unit][cgdescent]                          143      48.416992      0.000000         0         11.207031      47.916016       47.916016       0.228250   
cgd-cd[init-quadratic][cgdescent]                     143      47.459961      0.000000         0         11.207031      47.916016       47.916016       0.228250   
cgd-fr[init-unit][cgdescent]                          147      48.481445      0.000000         0         11.530273      49.116211       49.116211       0.237186   
cgd-fr[init-quadratic][cgdescent]                     147      45.805664      0.000000         0         11.530273      49.116211       49.116211       0.237186   
cgd-dy[init-unit][cgdescent]                          148      49.864258      0.000000         0         11.581055      49.336914       49.336914       0.238460   
cgd-dy[init-quadratic][cgdescent]                     148      49.612305      0.000000         0         11.581055      49.336914       49.336914       0.238460   
cgd-n[init-consistent][interp]                        182      81.310547      0.000000         0         5.355469       60.810547       60.810547       0.038262   
lbfgs[init-consistent][interp]                        202      95.924805      0.000000         0         12.190430      67.591797       67.591797       0.203213   
cgd-dycd[init-consistent][cgdescent]                  203      66.848633      0.000000         0         11.081055      67.936523       67.936523       0.225104   
cgd-cd[init-consistent][cgdescent]                    203      67.224609      0.000000         0         11.081055      67.915039       67.915039       0.225102   
cgd-fr[init-consistent][cgdescent]                    211      64.868164      0.000000         0         11.514648      70.577148       70.577148       0.236954   
cgd-dycd[init-unit][backtrack-strong-Wolfe]           212      35.329102      0.000000         0         11.253906      70.946289       70.946289       0.230190   
cgd-dycd[init-quadratic][backtrack-strong-Wolfe]      212      32.963867      0.000000         0         11.253906      70.946289       70.946289       0.230190   
cgd-dy[init-consistent][cgdescent]                    213      69.656250      0.000000         0         11.578125      71.105469       71.105469       0.238851   
cgd-fr[init-unit][backtrack-strong-Wolfe]             227      36.540039      0.000000         0         12.064453      75.984375       75.984375       0.252651   
cgd-fr[init-quadratic][backtrack-strong-Wolfe]        227      35.971680      0.000000         0         12.064453      75.984375       75.984375       0.252651   
cgd-dy[init-unit][backtrack-strong-Wolfe]             299      41.641602      0.000000         0         12.093750      99.707031       99.707031       0.253252   
cgd-dy[init-quadratic][backtrack-strong-Wolfe]        299      43.316406      0.000000         0         12.093750      99.707031       99.707031       0.253252   
cgd-cd[init-unit][backtrack-strong-Wolfe]             349      48.106445      0.000000         0         11.938477      116.550781      116.550781      0.248474   
cgd-cd[init-quadratic][backtrack-strong-Wolfe]        349      44.433594      0.000000         0         11.938477      116.550781      116.550781      0.248474   
cgd-fr[init-unit][backtrack-Armijo]                   385      83.749023      0.000000         0         104.070312     128.440430      128.440430      0.518944   
cgd-n[init-unit][backtrack-strong-Wolfe]              619      72.291992      0.000000         0         12.980469      206.402344      206.402344      0.282441   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         619      68.151367      0.000000         0         12.980469      206.402344      206.402344      0.282441   
cgd-dycd[init-consistent][interp]                     637      173.408203     0.000000         0         11.356445      212.359375      212.359375      0.232712   
cgd-cd[init-consistent][interp]                       645      179.754883     0.000000         0         11.489258      215.240234      215.240234      0.236174   
cgd-fr[init-consistent][interp]                       655      180.335938     0.000000         0         11.617188      218.619141      218.619141      0.239295   
cgd-dy[init-consistent][interp]                       657      173.383789     0.000000         0         11.643555      219.113281      219.113281      0.239733   
